year,subject,school_code,school_name,group_code,min_score,min_rank,remarks
2024,物理,C209,武汉设计工程学院,C20906,310,217175,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C217,武汉工商学院,C21710,354,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C217,武汉工商学院,C21711,260,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C220,三峡大学科技学院,C22006,369,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C225,武汉工程大学邮电与信息工程学院,C22505,320,212372,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C228,武汉纺织大学外经贸学院,C22806,321,211899,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C229,湖北文理学院理工学院,C22905,291,225410,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C230,湖北工程学院新技术学院,C23005,325,209918,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C231,湖北经济学院法商学院,C23107,321,211899,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C231,湖北经济学院法商学院,C23108,358,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C231,湖北经济学院法商学院,C23109,384,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C232,湖北恩施学院,C23213,269,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C233,湖北工业大学工程技术学院,C23305,393,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C235,湖北商贸学院,C23505,271,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C238,武汉生物工程学院,C23808,354,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C501,武汉船舶职业技术学院,C50108,385,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C501,武汉船舶职业技术学院,C50109,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C501,武汉船舶职业技术学院,C50110,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C501,武汉船舶职业技术学院,C50111,394,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C501,武汉船舶职业技术学院,C50112,445,134117,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C501,武汉船舶职业技术学院,C50113,436,141000,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C502,湖北科技职业学院,C50204,377,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C502,湖北科技职业学院,C50205,408,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C502,湖北科技职业学院,C50206,382,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C502,湖北科技职业学院,C50207,434,142516,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C502,湖北科技职业学院,C50208,434,142516,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C503,武汉航海职业技术学院,C50304,386,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C505,湖北职业技术学院,C50510,341,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C505,湖北职业技术学院,C50511,426,148429,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C505,湖北职业技术学院,C50512,404,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C505,湖北职业技术学院,C50513,402,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C505,湖北职业技术学院,C50514,386,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C506,湖北工业职业技术学院,C50610,321,211899,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C506,湖北工业职业技术学院,C50611,344,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C506,湖北工业职业技术学院,C50613,371,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C506,湖北工业职业技术学院,C50614,432,143981,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C506,湖北工业职业技术学院,C50615,430,145447,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C507,荆州理工职业学院,C50705,369,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C507,荆州理工职业学院,C50706,369,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C507,荆州理工职业学院,C50707,289,226213,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C507,荆州理工职业学院,C50708,362,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50809,364,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50810,380,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50811,396,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50812,396,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50813,366,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C508,鄂州职业大学,C50814,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C509,咸宁职业技术学院,C50907,340,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C509,咸宁职业技术学院,C50908,364,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51006,373,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51007,378,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51008,363,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51009,387,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51010,371,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C510,湖北工程职业学院,C51011,436,141000,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C512,湖北幼儿师范高等专科学校,C51204,200,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C512,湖北幼儿师范高等专科学校,C51205,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C512,湖北幼儿师范高等专科学校,C51206,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C521,武汉城市职业学院,C52111,426,148429,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C521,武汉城市职业学院,C52112,426,148429,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C522,湖北轻工职业技术学院,C52205,331,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C522,湖北轻工职业技术学院,C52206,428,146946,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C523,湖北交通职业技术学院,C52310,415,156178,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C523,湖北交通职业技术学院,C52311,399,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C523,湖北交通职业技术学院,C52312,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C523,湖北交通职业技术学院,C52313,430,145447,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C527,荆州职业技术学院,C52703,380,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C527,荆州职业技术学院,C52704,435,141767,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C528,恩施职业技术学院,C52806,354,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C528,恩施职业技术学院,C52807,356,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C528,恩施职业技术学院,C52808,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C529,长江职业学院,C52908,368,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C529,长江职业学院,C52909,405,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C529,长江职业学院,C52910,320,212372,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C529,长江职业学院,C52911,439,138736,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C529,长江职业学院,C52912,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C531,湖北国土资源职业学院,C53103,349,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C531,湖北国土资源职业学院,C53104,386,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C533,仙桃职业学院,C53304,366,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C535,湖北艺术职业学院,C53502,322,211413,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C536,武汉铁路职业技术学院,C53607,388,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C536,武汉铁路职业技术学院,C53608,436,141000,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C536,武汉铁路职业技术学院,C53609,425,149173,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C536,武汉铁路职业技术学院,C53610,435,141767,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C537,武汉交通职业学院,C53712,364,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C537,武汉交通职业学院,C53713,390,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C537,武汉交通职业学院,C53714,405,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C537,武汉交通职业学院,C53715,344,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C537,武汉交通职业学院,C53716,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C537,武汉交通职业学院,C53717,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C537,武汉交通职业学院,C53718,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C539,湖北中医药高等专科学校,C53905,392,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C539,湖北中医药高等专科学校,C53906,407,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C539,湖北中医药高等专科学校,C53907,420,152703,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C550,武汉民政职业学院,C55004,368,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C550,武汉民政职业学院,C55005,409,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C550,武汉民政职业学院,C55006,347,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C551,江汉艺术职业学院,C55102,350,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C552,湖北黄冈应急管理职业技术学院,C55202,338,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C553,长江工程职业技术学院,C55307,403,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C553,长江工程职业技术学院,C55308,382,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C553,长江工程职业技术学院,C55309,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C553,长江工程职业技术学院,C55310,161,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C556,湖北生物科技职业学院,C55609,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C556,湖北生物科技职业学院,C55610,431,144705,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C558,湖北生态工程职业技术学院,C55809,341,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C558,湖北生态工程职业技术学院,C55810,398,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C558,湖北生态工程职业技术学院,C55811,364,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C558,湖北生态工程职业技术学院,C55812,358,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C558,湖北生态工程职业技术学院,C55813,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C558,湖北生态工程职业技术学院,C55814,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C558,湖北生态工程职业技术学院,C55815,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C558,湖北生态工程职业技术学院,C55816,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C559,湖北财税职业学院,C55906,399,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C559,湖北财税职业学院,C55907,385,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C559,湖北财税职业学院,C55908,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C559,湖北财税职业学院,C55909,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C559,湖北财税职业学院,C55910,428,146946,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C560,湖北城市建设职业技术学院,C56010,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C560,湖北城市建设职业技术学院,C56011,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56106,413,157478,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56107,426,148429,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56108,433,143247,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56109,439,138736,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56110,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C561,湖北水利水电职业技术学院,C56111,428,146946,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56207,403,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C562,武汉软件工程职业学院,C56208,429,146179,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56209,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56210,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56211,415,156178,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56212,399,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C562,武汉软件工程职业学院,C56213,436,141000,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C562,武汉软件工程职业学院,C56214,432,143981,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C563,武汉警官职业学院,C56308,400,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C563,武汉警官职业学院,C56309,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C563,武汉警官职业学院,C56310,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C570,武汉电力职业技术学院,C57004,435,141767,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C571,随州职业技术学院,C57102,361,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C572,三峡电力职业学院,C57202,404,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C575,天门职业学院,C57502,355,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C577,湖北铁道运输职业学院,C57703,403,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C577,湖北铁道运输职业学院,C57704,395,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C578,武汉铁路桥梁职业学院,C57803,417,154783,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C578,武汉铁路桥梁职业学院,C57804,362,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C579,荆门职业学院,C57902,363,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C581,宜昌科技职业学院,C58102,351,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C582,荆门通用航空职业技术学院,C58202,342,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C601,湖北开放职业学院,C60102,297,222965,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C602,武汉工贸职业学院,C60202,322,211413,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C603,武汉信息传播职业技术学院,C60303,341,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C603,武汉信息传播职业技术学院,C60304,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C605,武汉科技职业学院,C60502,338,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,物理,C606,黄冈科技职业学院,C60602,304,219948,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C607,武汉商贸职业学院,C60705,315,214826,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C607,武汉商贸职业学院,C60706,427,147694,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C609,武汉外语外事职业学院,C60902,320,212372,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C611,武汉光谷职业学院,C61102,313,215781,专业组代码直接匹配；位次由2024年一分一段表换算
2024,物理,C613,湖北孝感美珈职业学院,C61302,268,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C209,武汉设计工程学院,C20905,306,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C217,武汉工商学院,C21708,367,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C217,武汉工商学院,C21709,280,110547,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C218,荆州学院,C21806,252,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C219,长江大学文理学院,C21909,315,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C220,三峡大学科技学院,C22005,327,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C223,武汉文理学院,C22308,266,114436,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C225,武汉工程大学邮电与信息工程学院,C22504,275,112080,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C228,武汉纺织大学外经贸学院,C22805,302,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C229,湖北文理学院理工学院,C22904,275,112080,专业组代码直接匹配；位次由2024年一分一段表换算
